InspectionID,BusinessName,License,Address,City,State,Zip,Latitude,Longitude,DatePerformed,Result,ViolationID,ViolationText,ViolationComment
1497473,MCDONALD'S,1332921,"2005 W Chicago AVE ",CHICAGO,IL,60622,41.8957965124416,-87.6773227997198,2014-10-02,Pass w/ Conditions,2,FACILITIES TO MAINTAIN PROPER TEMPERATURE,"REACH-IN COOLER IN DRIVE THRU AREA NOT MAINTAINING PROPER TEMPERATURE 52.1F, INSTRUCTED MANAGER TO REPAIR. REACH-IN COOLER MUST MAINTAIN 40F OR BELOW. COOLER IS TAGGED HELD FOR INSPECTION AND MUST NOT BE USED UNTIL REINSPECTED BY CHICAGO DEPARTMENT OF HEALTH. CRITICAL VIOLATION 7-38-005A CITATION ISSUED."
1497473,MCDONALD'S,1332921,"2005 W Chicago AVE ",CHICAGO,IL,60622,41.8957965124416,-87.6773227997198,2014-10-02,Pass w/ Conditions,3,"POTENTIALLY HAZARDOUS FOOD MEETS TEMPERATURE REQUIREMENT DURING STORAGE, PREPARATION DISPLAY AND SERVICE","OBSERVED MILK DISPLAYED FOR SALE AND STORED AT IMPROPER TEMPERATURE 53.7-54F IN REACH-IN COOLER IN DRIVE THRU AREA. INSTRUCTED MANAGER TO DISCARD APPROXIMATELY 30 HALF PINTS OF MILK. MILK MUST MAINTAIN 40F OR BELOW DURING STORAGE, DISPLAY, AND SERVICE. CRITICAL VIOLATION 7-38-005B1 CITATION ISSUED."
1497473,MCDONALD'S,1332921,"2005 W Chicago AVE ",CHICAGO,IL,60622,41.8957965124416,-87.6773227997198,2014-10-02,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","CLEAN INTERIOR AND EXTERIOR OF ICE DISPENSER ON SELF SERVICE POP MACHINE IN DINING AREA, MCCAFE, CREAMER, AND JUICE BEVERAGE MACHINE NOZZLES AND SPIGOTS BEHIND COUNTER, PREP COOLERS AND FREEZERS."
1497720,MCDONALD'S (MCDONALD'S EXPRESS),2350042,"3020-3022 S HALSTED ST ",CHICAGO,IL,60608,41.8392068322871,-87.6464535456406,2014-10-09,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","GREASE BUILD-UP ON HOOD/FILTERS ABOVE FRYERS,KNOZZLES AT THE FOUNTAIN DRINK STATION (CUSTOMER AREA) IN NEED FOR CLEANING AND MAINTAIN."
1501304,MCDONALD'S #11290,33144,"7601 S CICERO AVE ",CHICAGO,IL,60652,41.7546601243937,-87.7413847586052,2014-10-28,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","FOUND THE INTERIOR OF THE COOKING EQUIPMENT AND THE STORAGE RACKS INSIDE THE COOLERS IN NEED OF CLEANING. INSTRUCTED TO DETAIL CLEAN AND MAINTAIN ALL.  "
1501527,MCDONALD'S RESTAURANT,1678414,"6336 S ASHLAND AVE ",CHICAGO,IL,60636,41.7783609760376,-87.6643368634279,2014-11-05,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",THE MENS URINALS IN THE TOILET ROOM NOT CLEAN.  MUST CLEAN AND SANITIZE THEM.
1508212,MCDONALD'S,1943516,"6560 S STONY ISLAND AVE ",CHICAGO,IL,60637,41.7752200873081,-87.5864366257481,2014-11-13,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","OBSERVED THE FRONT DRIP TRAY'S NOT CLEAN AT COFFEE STATION, ORANGE MACHINE, INSTRUCTED TO CLEAN. ALSO CLEAN AND SANITIZE COFFEE MACHINE IN DRIVE THRU ABOVE THE COFFEE MACHINE."
1512261,MCDONALD'S RESTAURANT,1678414,"6336 S ASHLAND AVE ",CHICAGO,IL,60636,41.7783609760376,-87.6643368634279,2014-11-24,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",THE MENS URINALS IN THE TOILET ROOM NOT CLEAN. MUST CLEAN AND SANITIZE THEM.
1512863,MCDONALD'S,1620828,"1454 W 47TH ST ",CHICAGO,IL,60609,41.8087493740108,-87.6623069600337,2014-12-11,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","OBSERVED THE MC CAFE COOLER INTERIOR NOT CLEAN, ALSO THE DRIP TRAY UNDER THE MIXER, INSTRUCTED TO CLEAN."
1513148,MCDONALD'S #6310,33143,"4704 S CICERO AVE ",CHICAGO,IL,60638,41.8074171973865,-87.7432946955316,2014-12-17,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",INSTRUCTED TO DETAIL CLEAN AND MAINTAIN THE INTERIOR OF THE DEEP FRYERS.
